fault,batch,interval,window_start_h,window_end_h,feature,feature_column,window_score_max_41,frozen_threshold,score_over_threshold,positive,n_active_variables,active_variables,dominant_variable
8,2,0-5h,0.0,5.0,any-primary,any-primary,,,,False,,,
8,2,5-10h,5.0,10.0,level,abs_shift_sigma,1.1010559246887168,1.9695333234149084,0.559044069779755,False,0.0,,XMEAS-20
8,2,5-10h,5.0,10.0,trend,abs_slope_sigma_h,0.21515686133299314,0.7468621213669596,0.288081099814244,False,0.0,,XMEAS-38
8,2,5-10h,5.0,10.0,residual,residual_std_ratio,1.0920834118609524,1.3681613543196571,0.7982124392075162,False,0.0,,XMEAS-26
8,2,5-10h,5.0,10.0,diff,diff_std_ratio,1.1981187747029154,1.4051245046201666,0.8526780159077725,False,0.0,,XMEAS-30
8,2,5-10h,5.0,10.0,any-primary,any-primary,,,,False,,,
8,2,10-15h,10.0,15.0,level,abs_shift_sigma,8.489999458930946,1.9695333234149084,4.310665556148305,True,3.0,XMEAS-1;XMEAS-11;XMEAS-18,XMEAS-1
8,2,10-15h,10.0,15.0,trend,abs_slope_sigma_h,3.067622145612552,0.7468621213669596,4.107347337414802,True,9.0,XMEAS-1;XMEAS-10;XMEAS-20;XMEAS-21;XMEAS-23;XMEAS-25;XMEAS-29;XMEAS-31;XMEAS-38,XMEAS-1
8,2,10-15h,10.0,15.0,residual,residual_std_ratio,10.048839832198446,1.3681613543196571,7.344776842637404,True,21.0,XMEAS-1;XMEAS-4;XMEAS-5;XMEAS-6;XMEAS-7;XMEAS-10;XMEAS-11;XMEAS-13;XMEAS-15;XMEAS-16;XMEAS-18;XMEAS-20;XMEAS-21;XMEAS-22;XMEAS-23;XMEAS-25;XMEAS-28;XMEAS-29;XMEAS-31;XMEAS-34;XMEAS-35,XMEAS-20
8,2,10-15h,10.0,15.0,diff,diff_std_ratio,1.5724801373778772,1.4051245046201666,1.119103774937688,True,2.0,XMEAS-10;XMEAS-31,XMEAS-10
8,2,10-15h,10.0,15.0,any-primary,any-primary,,,,True,,,
8,3,0-5h,0.0,5.0,level,abs_shift_sigma,0.3663059521288039,1.9695333234149084,0.18598616625266243,False,0.0,,XMEAS-1
8,3,0-5h,0.0,5.0,trend,abs_slope_sigma_h,0.2962241135055634,0.7468621213669596,0.39662489906891135,False,0.0,,XMEAS-1
8,3,0-5h,0.0,5.0,residual,residual_std_ratio,1.1622855068207758,1.3681613543196571,0.8495237079684532,False,0.0,,XMEAS-41
8,3,0-5h,0.0,5.0,diff,diff_std_ratio,1.3627450464584883,1.4051245046201666,0.9698393572794929,False,0.0,,XMEAS-41
8,3,0-5h,0.0,5.0,any-primary,any-primary,,,,False,,,
8,3,5-10h,5.0,10.0,level,abs_shift_sigma,0.729323624625886,1.9695333234149084,0.3703027595193647,False,0.0,,XMEAS-41
8,3,5-10h,5.0,10.0,trend,abs_slope_sigma_h,0.3935095616871795,0.7468621213669596,0.5268838121913997,False,0.0,,XMEAS-41
8,3,5-10h,5.0,10.0,residual,residual_std_ratio,1.2033500287738819,1.3681613543196571,0.8795380932041231,False,0.0,,XMEAS-16
8,3,5-10h,5.0,10.0,diff,diff_std_ratio,1.1781017665214817,1.4051245046201666,0.8384322973855945,False,0.0,,XMEAS-37
8,3,5-10h,5.0,10.0,any-primary,any-primary,,,,False,,,
8,3,10-15h,10.0,15.0,level,abs_shift_sigma,28.93309089954325,1.9695333234149084,14.690328188698592,True,19.0,XMEAS-1;XMEAS-4;XMEAS-7;XMEAS-11;XMEAS-13;XMEAS-15;XMEAS-16;XMEAS-18;XMEAS-20;XMEAS-22;XMEAS-23;XMEAS-24;XMEAS-25;XMEAS-28;XMEAS-29;XMEAS-30;XMEAS-31;XMEAS-34;XMEAS-38,XMEAS-1
8,3,10-15h,10.0,15.0,trend,abs_slope_sigma_h,8.526022898925675,0.7468621213669596,11.41579235980096,True,25.0,XMEAS-1;XMEAS-5;XMEAS-6;XMEAS-7;XMEAS-10;XMEAS-11;XMEAS-12;XMEAS-13;XMEAS-14;XMEAS-15;XMEAS-16;XMEAS-18;XMEAS-20;XMEAS-21;XMEAS-22;XMEAS-23;XMEAS-24;XMEAS-25;XMEAS-27;XMEAS-28;XMEAS-29;XMEAS-30;XMEAS-31;XMEAS-34;XMEAS-38,XMEAS-1
8,3,10-15h,10.0,15.0,residual,residual_std_ratio,20.5150113688535,1.3681613543196571,14.994584742568582,True,30.0,XMEAS-1;XMEAS-4;XMEAS-5;XMEAS-6;XMEAS-7;XMEAS-8;XMEAS-10;XMEAS-11;XMEAS-12;XMEAS-13;XMEAS-14;XMEAS-15;XMEAS-16;XMEAS-18;XMEAS-20;XMEAS-21;XMEAS-22;XMEAS-23;XMEAS-24;XMEAS-25;XMEAS-26;XMEAS-28;XMEAS-29;XMEAS-30;XMEAS-31;XMEAS-33;XMEAS-34;XMEAS-35;XMEAS-36;XMEAS-38,XMEAS-20
8,3,10-15h,10.0,15.0,diff,diff_std_ratio,2.0380412966510364,1.4051245046201666,1.4504346696323256,True,4.0,XMEAS-1;XMEAS-10;XMEAS-29;XMEAS-31,XMEAS-10
8,3,10-15h,10.0,15.0,any-primary,any-primary,,,,True,,,
8,4,0-5h,0.0,5.0,level,abs_shift_sigma,0.48214445261036404,1.9695333234149084,0.24480136836394817,False,0.0,,XMEAS-1
8,4,0-5h,0.0,5.0,trend,abs_slope_sigma_h,0.5484821317621097,0.7468621213669596,0.7343820446513463,False,0.0,,XMEAS-1
8,4,0-5h,0.0,5.0,residual,residual_std_ratio,1.118906228559828,1.3681613543196571,0.8178174489632651,False,0.0,,XMEAS-10
8,4,0-5h,0.0,5.0,diff,diff_std_ratio,1.177333386539557,1.4051245046201666,0.83788545617729,False,0.0,,XMEAS-33
8,4,0-5h,0.0,5.0,any-primary,any-primary,,,,False,,,
8,4,5-10h,5.0,10.0,level,abs_shift_sigma,0.2665059925595988,1.9695333234149084,0.13531428455219682,False,0.0,,XMEAS-10
8,4,5-10h,5.0,10.0,trend,abs_slope_sigma_h,0.374423300517226,0.7468621213669596,0.5013285448617077,False,0.0,,XMEAS-1
8,4,5-10h,5.0,10.0,residual,residual_std_ratio,1.211423002926836,1.3681613543196571,0.8854386941292008,False,0.0,,XMEAS-16
8,4,5-10h,5.0,10.0,diff,diff_std_ratio,1.1554153109995187,1.4051245046201666,0.8222867846944643,False,0.0,,XMEAS-29
8,4,5-10h,5.0,10.0,any-primary,any-primary,,,,False,,,
8,4,10-15h,10.0,15.0,level,abs_shift_sigma,5.753166305193044,1.9695333234149084,2.9210809671490203,True,2.0,XMEAS-1;XMEAS-20,XMEAS-1
8,4,10-15h,10.0,15.0,trend,abs_slope_sigma_h,1.4875469044181489,0.7468621213669596,1.9917289441530865,True,14.0,XMEAS-7;XMEAS-10;XMEAS-11;XMEAS-13;XMEAS-16;XMEAS-18;XMEAS-20;XMEAS-22;XMEAS-24;XMEAS-25;XMEAS-29;XMEAS-30;XMEAS-31;XMEAS-34,XMEAS-10
